customer_id,customer_name,customer_type,industry,country,city,email,phone
37,General Electric-Memphis,SME,Manufacturing,United States,Memphis,contact37@generalelectric.com,+58692322602
38,LG Electronics-Seoul,SME,Electronics,South Korea,Seoul,contact38@lgelectronics.com,+56342160733
39,Cisco-Memphis,SME,Electronics,United States,Memphis,contact39@cisco.com,+75433036541
40,Sony-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact40@sony.com,+45868501429
41,Nissan-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact41@nissan.com,+40196556981
42,Bosch-Frankfurt,SME,Manufacturing,Germany,Frankfurt,contact42@bosch.com,+69340608835
43,Mahindra-Chennai,Corporate,Automotive,India,Chennai,contact43@mahindra.com,+61595148465
44,Sinotrans-Beijing,Corporate,Logistics,China,Beijing,contact44@sinotrans.com,+64823662994
45,FedEx-New York,Enterprise,Logistics,United States,New York,contact45@fedex.com,+68044369957
46,Nissan-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact46@nissan.com,+77387214895
47,ABB-Zurich,SME,Manufacturing,Switzerland,Zurich,contact47@abb.com,+13433200379
48,Nissan-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact48@nissan.com,+17693676320
49,Larsen & Toubro-Bengaluru,Enterprise,Manufacturing,India,Bengaluru,contact49@larsenandtoubro.com,+16328708317
50,DSV-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact50@dsv.com,+27889579868
51,Hitachi-Tokyo,Enterprise,Manufacturing,Japan,Tokyo,contact51@hitachi.com,+72774348734
52,Kuehne + Nagel-Zurich,SME,Logistics,Switzerland,Zurich,contact52@kuehne+nagel.com,+71434558122
53,Toyota-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact53@toyota.com,+36231665876
54,HP Inc.-Chicago,SME,Electronics,United States,Chicago,contact54@hpinc.com,+03669096705
55,Target-Dallas,Enterprise,Retail,United States,Dallas,contact55@target.com,+46688937346
56,Reliance Retail-Mumbai,Enterprise,Retail,India,Mumbai,contact56@relianceretail.com,+70656272980
57,General Motors-Los Angeles,SME,Automotive,United States,Los Angeles,contact57@generalmotors.com,+69901627204
58,Ford-New York,SME,Automotive,United States,New York,contact58@ford.com,+65375564641
59,DB Schenker-Frankfurt,SME,Logistics,Germany,Frankfurt,contact59@dbschenker.com,+70805310033
60,Bosch-Frankfurt,SME,Manufacturing,Germany,Frankfurt,contact60@bosch.com,+09232719374
61,BMW-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact61@bmw.com,+52991241904
62,Lenovo-Beijing,SME,Electronics,China,Beijing,contact62@lenovo.com,+96631931491
63,Bosch-Frankfurt,Enterprise,Manufacturing,Germany,Frankfurt,contact63@bosch.com,+90586518506
64,Nikon-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact64@nikon.com,+71657262849
65,Target-Memphis,SME,Retail,United States,Memphis,contact65@target.com,+87769453147
66,Nikon-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact66@nikon.com,+37996507527
67,Kuehne + Nagel-Zurich,Corporate,Logistics,Switzerland,Zurich,contact67@kuehne+nagel.com,+35454948083
68,Intel-New York,Corporate,Electronics,United States,New York,contact68@intel.com,+13678377701
69,DHL-Frankfurt,Enterprise,Logistics,Germany,Frankfurt,contact69@dhl.com,+43634957885
70,3M-New York,SME,Manufacturing,United States,New York,contact70@3m.com,+68557444313
71,Honda-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact71@honda.com,+51823374989
72,IKEA-Stockholm,SME,Retail,Sweden,Stockholm,contact72@ikea.com,+41343524082
73,Toyota-Tokyo,Corporate,Automotive,Japan,Tokyo,contact73@toyota.com,+40084271094
74,Costco-New York,Corporate,Retail,United States,New York,contact74@costco.com,+77752047116
75,Siemens-Frankfurt,Corporate,Manufacturing,Germany,Frankfurt,contact75@siemens.com,+71902294131
76,Cisco-Memphis,SME,Electronics,United States,Memphis,contact76@cisco.com,+86999386774
77,Panasonic-Tokyo,Corporate,Electronics,Japan,Tokyo,contact77@panasonic.com,+96499091334
78,Mercedes-Benz-Frankfurt,SME,Automotive,Germany,Frankfurt,contact78@mercedes-benz.com,+12328120679
79,Target-Memphis,Enterprise,Retail,United States,Memphis,contact79@target.com,+74034471349
80,Mahindra-Bengaluru,SME,Automotive,India,Bengaluru,contact80@mahindra.com,+36183242102
81,Amazon-Memphis,SME,Retail,United States,Memphis,contact81@amazon.com,+49947174648
82,General Electric-Memphis,SME,Manufacturing,United States,Memphis,contact82@generalelectric.com,+87719065940
83,Hitachi-Tokyo,Enterprise,Manufacturing,Japan,Tokyo,contact83@hitachi.com,+13990490278
84,Honeywell-Dallas,SME,Manufacturing,United States,Dallas,contact84@honeywell.com,+74296717565
85,FedEx-Chicago,Enterprise,Logistics,United States,Chicago,contact85@fedex.com,+51256746807
86,UPS-Memphis,SME,Logistics,United States,Memphis,contact86@ups.com,+15451680876
87,Walmart-Chicago,SME,Retail,United States,Chicago,contact87@walmart.com,+03859770348
88,BMW-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact88@bmw.com,+24771093248
89,DB Schenker-Frankfurt,SME,Logistics,Germany,Frankfurt,contact89@dbschenker.com,+08613171274
90,Maersk Logistics-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact90@maersklogistics.com,+84677378263
91,Nikon-Tokyo,Corporate,Electronics,Japan,Tokyo,contact91@nikon.com,+98214658404
92,Xiaomi-Shanghai,Enterprise,Electronics,China,Shanghai,contact92@xiaomi.com,+49972787558
93,Intel-Chicago,Corporate,Electronics,United States,Chicago,contact93@intel.com,+86753396360
94,Honda-Tokyo,SME,Automotive,Japan,Tokyo,contact94@honda.com,+57662702895
95,Tesla-Dallas,SME,Automotive,United States,Dallas,contact95@tesla.com,+17187026217
96,Panasonic-Tokyo,SME,Electronics,Japan,Tokyo,contact96@panasonic.com,+45961586578
97,Sinotrans-Beijing,Enterprise,Logistics,China,Beijing,contact97@sinotrans.com,+09134316117
98,LG Electronics-Seoul,SME,Electronics,South Korea,Seoul,contact98@lgelectronics.com,+24005045562
99,Samsung Electronics-Seoul,SME,Electronics,South Korea,Seoul,contact99@samsungelectronics.com,+38692221969
100,Alibaba-Shanghai,SME,Retail,China,Shanghai,contact100@alibaba.com,+37923747407
101,Tesla-Memphis,Enterprise,Automotive,United States,Memphis,contact101@tesla.com,+48217594647
102,Hitachi-Tokyo,SME,Manufacturing,Japan,Tokyo,contact102@hitachi.com,+43671369594
103,Xiaomi-Shanghai,SME,Electronics,China,Shanghai,contact103@xiaomi.com,+40640909743
104,Audi-Frankfurt,SME,Automotive,Germany,Frankfurt,contact104@audi.com,+95339421047
105,Maersk Logistics-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact105@maersklogistics.com,+09521456232
106,NVIDIA-Dallas,Corporate,Electronics,United States,Dallas,contact106@nvidia.com,+85884247451
107,Amazon-Memphis,Corporate,Retail,United States,Memphis,contact107@amazon.com,+71236851604
108,Larsen & Toubro-Hyderabad,Enterprise,Manufacturing,India,Hyderabad,contact108@larsenandtoubro.com,+81754965137
109,General Motors-New York,Corporate,Automotive,United States,New York,contact109@generalmotors.com,+09859317461
110,Costco-Dallas,Corporate,Retail,United States,Dallas,contact110@costco.com,+20047113826
111,Honeywell-Dallas,Corporate,Manufacturing,United States,Dallas,contact111@honeywell.com,+75869261796
112,Panasonic-Tokyo,SME,Electronics,Japan,Tokyo,contact112@panasonic.com,+40537735158
113,DSV-Copenhagen,SME,Logistics,Denmark,Copenhagen,contact113@dsv.com,+50643171390
114,DSV-Copenhagen,SME,Logistics,Denmark,Copenhagen,contact114@dsv.com,+05329318393
115,UPS-Dallas,SME,Logistics,United States,Dallas,contact115@ups.com,+35290422842
116,General Electric-New York,SME,Manufacturing,United States,New York,contact116@generalelectric.com,+10205395024
117,LG Electronics-Seoul,SME,Electronics,South Korea,Seoul,contact117@lgelectronics.com,+02681177589
118,Xiaomi-Beijing,Corporate,Electronics,China,Beijing,contact118@xiaomi.com,+17839084700
119,Siemens-Frankfurt,Corporate,Manufacturing,Germany,Frankfurt,contact119@siemens.com,+76617711592
120,DHL-Frankfurt,Corporate,Logistics,Germany,Frankfurt,contact120@dhl.com,+12499856984
121,Amazon-Chicago,Corporate,Retail,United States,Chicago,contact121@amazon.com,+78961183673
122,HP Inc.-Dallas,Enterprise,Electronics,United States,Dallas,contact122@hpinc.com,+65766156545
123,Dell Technologies-Memphis,Corporate,Electronics,United States,Memphis,contact123@delltechnologies.com,+27111161528
124,Mercedes-Benz-Frankfurt,SME,Automotive,Germany,Frankfurt,contact124@mercedes-benz.com,+09885165604
125,NVIDIA-Memphis,Enterprise,Electronics,United States,Memphis,contact125@nvidia.com,+94519832731
126,Reliance Retail-Delhi,Corporate,Retail,India,Delhi,contact126@relianceretail.com,+58514936899
127,Kuehne + Nagel-Zurich,Enterprise,Logistics,Switzerland,Zurich,contact127@kuehne+nagel.com,+80940244550
128,LG Electronics-Seoul,Enterprise,Electronics,South Korea,Seoul,contact128@lgelectronics.com,+22961201836
129,Carrefour-Paris,SME,Retail,France,Paris,contact129@carrefour.com,+67525459910
130,Lulu Hypermarket-Dubai,Corporate,Retail,United Arab Emirates,Dubai,contact130@luluhypermarket.com,+22901476797
131,Tata Motors-Mumbai,Corporate,Automotive,India,Mumbai,contact131@tatamotors.com,+64381561497
132,IKEA-Stockholm,Enterprise,Retail,Sweden,Stockholm,contact132@ikea.com,+84036900343
133,Mahindra-Delhi,Enterprise,Automotive,India,Delhi,contact133@mahindra.com,+24451076226
134,Bosch-Frankfurt,SME,Manufacturing,Germany,Frankfurt,contact134@bosch.com,+83885160607
135,Tesla-Dallas,Enterprise,Automotive,United States,Dallas,contact135@tesla.com,+15969664160
136,Expeditors-New York,Enterprise,Logistics,United States,New York,contact136@expeditors.com,+52975161369
137,Costco-Los Angeles,Corporate,Retail,United States,Los Angeles,contact137@costco.com,+68164535218
138,3M-Dallas,SME,Manufacturing,United States,Dallas,contact138@3m.com,+18835523124
139,Apple-Dallas,SME,Electronics,United States,Dallas,contact139@apple.com,+32921277997
140,Walmart-Dallas,Enterprise,Retail,United States,Dallas,contact140@walmart.com,+99552717744
141,Intel-Dallas,Corporate,Electronics,United States,Dallas,contact141@intel.com,+90581477005
142,Noon-Abu Dhabi,Enterprise,Retail,United Arab Emirates,Abu Dhabi,contact142@noon.com,+41199867980
143,UPS-Memphis,Enterprise,Logistics,United States,Memphis,contact143@ups.com,+79359782071
144,Siemens-Frankfurt,SME,Manufacturing,Germany,Frankfurt,contact144@siemens.com,+51820377889
145,Nissan-Tokyo,SME,Automotive,Japan,Tokyo,contact145@nissan.com,+25546659051
146,3M-Chicago,Corporate,Manufacturing,United States,Chicago,contact146@3m.com,+51864492519
147,UPS-Dallas,Corporate,Logistics,United States,Dallas,contact147@ups.com,+25462914865
148,Alibaba-Shanghai,Enterprise,Retail,China,Shanghai,contact148@alibaba.com,+28168505423
149,Amazon-Dallas,SME,Retail,United States,Dallas,contact149@amazon.com,+57332214188
150,LG Electronics-Seoul,SME,Electronics,South Korea,Seoul,contact150@lgelectronics.com,+80592962229
151,Cisco-Dallas,Corporate,Electronics,United States,Dallas,contact151@cisco.com,+27065379473
152,Nippon Express-Tokyo,SME,Logistics,Japan,Tokyo,contact152@nipponexpress.com,+83473597746
153,UPS-Memphis,Enterprise,Logistics,United States,Memphis,contact153@ups.com,+88623924075
154,Mitsubishi Heavy Industries-Tokyo,Enterprise,Manufacturing,Japan,Tokyo,contact154@mitsubishiheavyindustries.com,+81814124782
155,Samsung Electronics-Seoul,Corporate,Electronics,South Korea,Seoul,contact155@samsungelectronics.com,+61375060685
156,DHL-Frankfurt,SME,Logistics,Germany,Frankfurt,contact156@dhl.com,+36153051522
157,Ford-Chicago,Enterprise,Automotive,United States,Chicago,contact157@ford.com,+04727790104
158,Volkswagen-Frankfurt,SME,Automotive,Germany,Frankfurt,contact158@volkswagen.com,+32898614341
159,Bosch-Frankfurt,Corporate,Manufacturing,Germany,Frankfurt,contact159@bosch.com,+03697117980
160,DB Schenker-Frankfurt,SME,Logistics,Germany,Frankfurt,contact160@dbschenker.com,+89324609539
161,IKEA-Stockholm,SME,Retail,Sweden,Stockholm,contact161@ikea.com,+62185188888
162,Target-Memphis,SME,Retail,United States,Memphis,contact162@target.com,+06706540515
163,Volkswagen-Frankfurt,SME,Automotive,Germany,Frankfurt,contact163@volkswagen.com,+31952058527
164,Reliance Retail-Chennai,SME,Retail,India,Chennai,contact164@relianceretail.com,+72217043030
165,Nippon Express-Tokyo,SME,Logistics,Japan,Tokyo,contact165@nipponexpress.com,+54868740345
166,Kuehne + Nagel-Zurich,Corporate,Logistics,Switzerland,Zurich,contact166@kuehne+nagel.com,+05415667652
167,Dell Technologies-Chicago,SME,Electronics,United States,Chicago,contact167@delltechnologies.com,+77584161692
168,Dell Technologies-Memphis,Enterprise,Electronics,United States,Memphis,contact168@delltechnologies.com,+84511544796
169,Cisco-Chicago,Corporate,Electronics,United States,Chicago,contact169@cisco.com,+27570596401
170,Reliance Retail-Hyderabad,SME,Retail,India,Hyderabad,contact170@relianceretail.com,+65820297021
171,Noon-Abu Dhabi,Enterprise,Retail,United Arab Emirates,Abu Dhabi,contact171@noon.com,+35569092755
172,Mahindra-Bengaluru,Corporate,Automotive,India,Bengaluru,contact172@mahindra.com,+71928565431
173,General Electric-Chicago,SME,Manufacturing,United States,Chicago,contact173@generalelectric.com,+02786814473
174,Xiaomi-Shanghai,Corporate,Electronics,China,Shanghai,contact174@xiaomi.com,+94731217271
175,Kuehne + Nagel-Zurich,Enterprise,Logistics,Switzerland,Zurich,contact175@kuehne+nagel.com,+55188442258
176,Tesla-Chicago,SME,Automotive,United States,Chicago,contact176@tesla.com,+31323705895
177,Sony-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact177@sony.com,+78291146786
178,DB Schenker-Frankfurt,Enterprise,Logistics,Germany,Frankfurt,contact178@dbschenker.com,+69125177852
179,Honeywell-Dallas,Corporate,Manufacturing,United States,Dallas,contact179@honeywell.com,+89226801824
180,Honeywell-New York,Enterprise,Manufacturing,United States,New York,contact180@honeywell.com,+22535841438
181,DB Schenker-Frankfurt,SME,Logistics,Germany,Frankfurt,contact181@dbschenker.com,+42498182992
182,BMW-Frankfurt,Corporate,Automotive,Germany,Frankfurt,contact182@bmw.com,+29959001094
183,Panasonic-Tokyo,SME,Electronics,Japan,Tokyo,contact183@panasonic.com,+39690784473
184,Dell Technologies-New York,SME,Electronics,United States,New York,contact184@delltechnologies.com,+64710276773
185,Audi-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact185@audi.com,+59255562588
186,Walmart-New York,Corporate,Retail,United States,New York,contact186@walmart.com,+15371473210
187,Intel-Memphis,SME,Electronics,United States,Memphis,contact187@intel.com,+46963259532
188,Nikon-Tokyo,Corporate,Electronics,Japan,Tokyo,contact188@nikon.com,+78774701687
189,Ford-Dallas,Enterprise,Automotive,United States,Dallas,contact189@ford.com,+33950047974
190,Mahindra-Chennai,Corporate,Automotive,India,Chennai,contact190@mahindra.com,+80162456506
191,Siemens-Frankfurt,SME,Manufacturing,Germany,Frankfurt,contact191@siemens.com,+09835841687
192,Larsen & Toubro-Hyderabad,SME,Manufacturing,India,Hyderabad,contact192@larsenandtoubro.com,+84991216558
193,Honeywell-Memphis,SME,Manufacturing,United States,Memphis,contact193@honeywell.com,+52398680002
194,Kuehne + Nagel-Zurich,Enterprise,Logistics,Switzerland,Zurich,contact194@kuehne+nagel.com,+57872982595
195,Reliance Retail-Delhi,Corporate,Retail,India,Delhi,contact195@relianceretail.com,+26949588879
196,Walmart-Chicago,SME,Retail,United States,Chicago,contact196@walmart.com,+47055169409
197,Target-New York,Corporate,Retail,United States,New York,contact197@target.com,+74993097289
198,DHL-Frankfurt,Enterprise,Logistics,Germany,Frankfurt,contact198@dhl.com,+62309130756
199,Canon-Tokyo,Corporate,Electronics,Japan,Tokyo,contact199@canon.com,+26368970283
200,Honda-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact200@honda.com,+85786527858
201,Mahindra-Hyderabad,SME,Automotive,India,Hyderabad,contact201@mahindra.com,+54973348434
202,Sony-Tokyo,SME,Electronics,Japan,Tokyo,contact202@sony.com,+43757584419
203,Lulu Hypermarket-Dubai,Enterprise,Retail,United Arab Emirates,Dubai,contact203@luluhypermarket.com,+86652404157
204,Honeywell-Dallas,Corporate,Manufacturing,United States,Dallas,contact204@honeywell.com,+47338484219
205,Carrefour-Paris,SME,Retail,France,Paris,contact205@carrefour.com,+93308330165
206,Bosch-Frankfurt,SME,Manufacturing,Germany,Frankfurt,contact206@bosch.com,+71208267734
207,Dell Technologies-Memphis,Corporate,Electronics,United States,Memphis,contact207@delltechnologies.com,+54019380262
208,Costco-Chicago,SME,Retail,United States,Chicago,contact208@costco.com,+06724004991
209,Schneider Electric-Paris,Corporate,Manufacturing,France,Paris,contact209@schneiderelectric.com,+54788728743
210,Panasonic-Tokyo,SME,Electronics,Japan,Tokyo,contact210@panasonic.com,+15274205493
211,Mahindra-Chennai,SME,Automotive,India,Chennai,contact211@mahindra.com,+29668516122
212,BMW-Frankfurt,SME,Automotive,Germany,Frankfurt,contact212@bmw.com,+75304637454
213,IKEA-Stockholm,Enterprise,Retail,Sweden,Stockholm,contact213@ikea.com,+99045301742
214,Toyota-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact214@toyota.com,+68414593327
215,Tesla-Dallas,SME,Automotive,United States,Dallas,contact215@tesla.com,+27956878339
216,Nikon-Tokyo,SME,Electronics,Japan,Tokyo,contact216@nikon.com,+18785191088
217,Reliance Retail-Bengaluru,Enterprise,Retail,India,Bengaluru,contact217@relianceretail.com,+39822587139
218,FedEx-New York,Corporate,Logistics,United States,New York,contact218@fedex.com,+71870728679
219,Xiaomi-Beijing,Enterprise,Electronics,China,Beijing,contact219@xiaomi.com,+08740640391
220,Tata Motors-Delhi,Enterprise,Automotive,India,Delhi,contact220@tatamotors.com,+06518017046
221,Schneider Electric-Paris,Enterprise,Manufacturing,France,Paris,contact221@schneiderelectric.com,+22656766182
222,Sony-Tokyo,SME,Electronics,Japan,Tokyo,contact222@sony.com,+51286823004
223,Kia-Seoul,SME,Automotive,South Korea,Seoul,contact223@kia.com,+78686337524
224,Cisco-Memphis,SME,Electronics,United States,Memphis,contact224@cisco.com,+31069033119
225,Walmart-Dallas,Corporate,Retail,United States,Dallas,contact225@walmart.com,+07903067383
226,Volkswagen-Frankfurt,SME,Automotive,Germany,Frankfurt,contact226@volkswagen.com,+02843959953
227,Maersk Logistics-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact227@maersklogistics.com,+42836440892
228,Apple-Chicago,SME,Electronics,United States,Chicago,contact228@apple.com,+68705685662
229,Honda-Tokyo,SME,Automotive,Japan,Tokyo,contact229@honda.com,+46287334270
230,Target-Dallas,Enterprise,Retail,United States,Dallas,contact230@target.com,+86688263435
231,Sony-Tokyo,Corporate,Electronics,Japan,Tokyo,contact231@sony.com,+17518304699
232,DSV-Copenhagen,SME,Logistics,Denmark,Copenhagen,contact232@dsv.com,+01398373540
233,Dell Technologies-Dallas,Enterprise,Electronics,United States,Dallas,contact233@delltechnologies.com,+33173936385
234,Schneider Electric-Paris,Enterprise,Manufacturing,France,Paris,contact234@schneiderelectric.com,+46785445877
235,Honeywell-Memphis,SME,Manufacturing,United States,Memphis,contact235@honeywell.com,+17535560932
236,Honda-Tokyo,Corporate,Automotive,Japan,Tokyo,contact236@honda.com,+04899642353
237,Kia-Seoul,Enterprise,Automotive,South Korea,Seoul,contact237@kia.com,+69378547772
238,Alibaba-Shanghai,Enterprise,Retail,China,Shanghai,contact238@alibaba.com,+52287280801
239,BMW-Frankfurt,Corporate,Automotive,Germany,Frankfurt,contact239@bmw.com,+00623120387
240,UPS-Memphis,Corporate,Logistics,United States,Memphis,contact240@ups.com,+50997700886
241,DB Schenker-Frankfurt,Enterprise,Logistics,Germany,Frankfurt,contact241@dbschenker.com,+00848408621
242,Audi-Frankfurt,Corporate,Automotive,Germany,Frankfurt,contact242@audi.com,+18233984546
243,Walmart-Memphis,Corporate,Retail,United States,Memphis,contact243@walmart.com,+15679334101
244,Lulu Hypermarket-Dubai,SME,Retail,United Arab Emirates,Dubai,contact244@luluhypermarket.com,+66687002176
245,Ford-New York,Enterprise,Automotive,United States,New York,contact245@ford.com,+59180339740
246,Honda-Tokyo,Corporate,Automotive,Japan,Tokyo,contact246@honda.com,+14890250392
247,General Electric-New York,SME,Manufacturing,United States,New York,contact247@generalelectric.com,+61429396856
248,Dell Technologies-Chicago,SME,Electronics,United States,Chicago,contact248@delltechnologies.com,+21850163159
249,Lulu Hypermarket-Dubai,Enterprise,Retail,United Arab Emirates,Dubai,contact249@luluhypermarket.com,+99650477358
250,Lulu Hypermarket-Dubai,SME,Retail,United Arab Emirates,Dubai,contact250@luluhypermarket.com,+66296194311
251,General Electric-Dallas,SME,Manufacturing,United States,Dallas,contact251@generalelectric.com,+42626551104
252,DHL-Frankfurt,Enterprise,Logistics,Germany,Frankfurt,contact252@dhl.com,+75412126788
253,Intel-Dallas,Corporate,Electronics,United States,Dallas,contact253@intel.com,+86101581995
254,Larsen & Toubro-Chennai,Enterprise,Manufacturing,India,Chennai,contact254@larsenandtoubro.com,+60466183982
255,Reliance Retail-Mumbai,Corporate,Retail,India,Mumbai,contact255@relianceretail.com,+62244472126
256,UPS-Dallas,SME,Logistics,United States,Dallas,contact256@ups.com,+46471543799
257,Bosch-Frankfurt,Corporate,Manufacturing,Germany,Frankfurt,contact257@bosch.com,+37124065965
258,DB Schenker-Frankfurt,Enterprise,Logistics,Germany,Frankfurt,contact258@dbschenker.com,+75692459375
259,Tata Motors-Hyderabad,Corporate,Automotive,India,Hyderabad,contact259@tatamotors.com,+26547935646
260,BMW-Frankfurt,SME,Automotive,Germany,Frankfurt,contact260@bmw.com,+51939828073
261,Maersk Logistics-Copenhagen,SME,Logistics,Denmark,Copenhagen,contact261@maersklogistics.com,+74167243426
262,DSV-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact262@dsv.com,+61797968868
263,DHL-Frankfurt,Corporate,Logistics,Germany,Frankfurt,contact263@dhl.com,+05891135290
264,3M-Dallas,Corporate,Manufacturing,United States,Dallas,contact264@3m.com,+96561014388
265,DSV-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact265@dsv.com,+89937567982
266,Larsen & Toubro-Hyderabad,SME,Manufacturing,India,Hyderabad,contact266@larsenandtoubro.com,+50714611254
267,Target-Chicago,SME,Retail,United States,Chicago,contact267@target.com,+57387571775
268,Sony-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact268@sony.com,+14010512382
269,Tata Motors-Bengaluru,Corporate,Automotive,India,Bengaluru,contact269@tatamotors.com,+82586736226
270,Honeywell-Dallas,Corporate,Manufacturing,United States,Dallas,contact270@honeywell.com,+60937966033
271,Kia-Seoul,Corporate,Automotive,South Korea,Seoul,contact271@kia.com,+41918255371
272,Noon-Dubai,SME,Retail,United Arab Emirates,Dubai,contact272@noon.com,+47859696915
273,Honeywell-Chicago,Corporate,Manufacturing,United States,Chicago,contact273@honeywell.com,+57924991251
274,Volkswagen-Frankfurt,SME,Automotive,Germany,Frankfurt,contact274@volkswagen.com,+34125286692
275,Amazon-Dallas,Enterprise,Retail,United States,Dallas,contact275@amazon.com,+96627828274
276,Nikon-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact276@nikon.com,+22579050723
277,3M-Memphis,SME,Manufacturing,United States,Memphis,contact277@3m.com,+68876767721
278,DSV-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact278@dsv.com,+90340438427
279,Sony-Tokyo,Corporate,Electronics,Japan,Tokyo,contact279@sony.com,+97881914858
280,Walmart-Los Angeles,Corporate,Retail,United States,Los Angeles,contact280@walmart.com,+07836134074
281,Reliance Retail-Delhi,SME,Retail,India,Delhi,contact281@relianceretail.com,+51713395962
282,Apple-New York,SME,Electronics,United States,New York,contact282@apple.com,+92330958498
283,NVIDIA-Los Angeles,Corporate,Electronics,United States,Los Angeles,contact283@nvidia.com,+25449481260
284,Sony-Tokyo,Corporate,Electronics,Japan,Tokyo,contact284@sony.com,+42232536729
